# t (s)	mx ()	my ()	mz ()	E_total (J)	E_demag (J)	E_exch (J)	B_effx (T)	B_effy (T)	B_effz (T)	B_demagx (T)	B_demagy (T)	B_demagz (T)	B_exchx (T)	B_exchy (T)	B_exchz (T)
1.0000536236297484e-10	0.0006091444	-7.9277575e-05	7.243096e-08	-7.558861e-20	8.536152e-20	-1.6095013e-19	1.612647e-05	-2.1622764e-06	2.903107e-09	-5.4498637e-06	6.0887396e-07	-1.1714292e-09	2.1576416e-05	-2.7711467e-06	4.656613e-09
1.1000836861342553e-10	0.0010565745	0.000367473	3.0179567e-07	-7.558887e-20	8.536153e-20	-1.609504e-19	2.8761558e-05	9.786701e-06	1.7840648e-08	-8.220648e-06	-3.195295e-06	-7.363269e-09	3.698247e-05	1.2982e-05	2.514571e-08
1.200082526998641e-10	-0.004356046	0.00017332332	1.7504149e-06	-7.559036e-20	8.5361776e-20	-1.6095213e-19	-0.0001159348	4.916794e-06	9.995347e-08	3.8011935e-05	-1.0397125e-06	-3.896821e-08	-0.00015394622	5.956488e-06	1.4016405e-07
1.3001119027936676e-10	-0.0027311784	-0.0022666722	1.004376e-05	-7.559934e-20	8.536231e-20	-1.6096164e-19	-7.6403565e-05	-6.0603852e-05	5.8062506e-07	1.8037399e-05	1.9343872e-05	-2.2939275e-07	-9.444088e-05	-7.9947786e-05	8.09785e-07
1.4000715774421406e-10	0.02739992	0.00077359285	5.8246565e-05	-7.564884e-20	8.5368774e-20	-1.6101762e-19	0.0007320979	1.9057989e-05	3.3637116e-06	-0.00023456961	-9.15075e-06	-1.3383033e-06	0.0009666673	2.8208666e-05	4.7008507e-06
1.500036651730069e-10	-0.005857335	0.012618877	0.0003422725	-7.595658e-20	8.539557e-20	-1.6135214e-19	-0.00013674496	0.00033835982	1.970772e-05	8.1105296e-05	-0.00010556004	-7.8626945e-06	-0.00021785032	0.0004439201	2.757134e-05
1.6000690599919573e-10	-0.15580243	-0.01820428	0.002163054	-7.774766e-20	8.549743e-20	-1.6324509e-19	-0.0041705496	-0.00047727942	0.00012208385	0.001305888	0.0001682814	-4.953827e-05	-0.0054764375	-0.0006455609	0.00017162273
1.7000282238514206e-10	0.26512727	-0.043314125	0.022077572	-9.373971e-20	8.3469426e-20	-1.7720914e-19	0.006839659	-0.0010025897	0.0009958446	-0.002396608	0.0003336465	-0.0004954039	0.009236267	-0.0013362367	0.0014912491
1.800082421386151e-10	0.4069846	0.02055499	0.10550701	-1.7382173e-19	3.4969455e-20	-2.0879117e-19	0.009302697	-2.0576452e-05	0.0009801809	-0.0032715136	-0.00018735988	-0.0023270976	0.012574211	0.0001667845	0.0033072778
1.9000181517888506e-10	0.026162377	-0.009273529	0.006155204	-1.8764208e-19	2.290813e-20	-2.105502e-19	0.00084120955	-0.00029745372	3.2589698e-05	-4.8322712e-05	1.7230857e-05	-0.0001349973	0.00088953227	-0.00031468412	0.00016758707
2.000011445750567e-10	0.10463349	-0.03849626	5.45888e-05	-1.8783571e-19	2.279937e-20	-2.106351e-19	0.0026080587	-0.0009569027	-8.568168e-08	-0.00071434886	0.00026236367	-1.2311793e-06	0.0033224076	-0.001219268	1.1452939e-06
2.1001332376169783e-10	0.1644096	-0.060238175	-0.00018895578	-1.8794022e-19	2.2771525e-20	-2.1071175e-19	0.0039382414	-0.0014392473	-1.3398821e-06	-0.0012218455	0.0004467457	4.1269523e-06	0.0051600863	-0.0018859934	-5.4666307e-06
2.200107994497263e-10	0.19497748	-0.07107532	-0.00016848044	-1.8796832e-19	2.2784328e-20	-2.1075264e-19	0.004617333	-0.0016789825	-1.0339427e-06	-0.0014815863	0.00053893635	3.6863494e-06	0.0060989186	-0.0022179196	-4.7204085e-06
2.3001213630065015e-10	0.20989029	-0.076165475	-0.0001490599	-1.8797508e-19	2.279779e-20	-2.1077286e-19	0.004948537	-0.0017913425	-7.9954043e-07	-0.0016083336	0.0005823878	3.264373e-06	0.00655687	-0.0023737298	-4.0637096e-06
2.400099809131217e-10	0.21712573	-0.0784626	-0.0001386057	-1.8797666e-19	2.2806033e-20	-2.1078271e-19	0.0051092696	-0.0018418399	-6.7346264e-07	-0.0016698076	0.00060212257	3.0366937e-06	0.0067790775	-0.0024439618	-3.71004e-06
2.500145631073912e-10	0.22065894	-0.07942083	-0.0001333454	-1.8797707e-19	2.2810447e-20	-2.1078751e-19	0.0051878253	-0.0018626951	-6.0911407e-07	-0.0016997926	0.0006104831	2.921879e-06	0.0068876175	-0.0024731783	-3.5311095e-06
2.600080207387505e-10	0.22240354	-0.07973599	-0.00013068657	-1.8797721e-19	2.2812698e-20	-2.107899e-19	0.0052266843	-0.0018693147	-5.7742e-07	-0.0017145618	0.0006133785	2.8640497e-06	0.006941246	-0.0024826936	-3.4413533e-06
2.7000176843904843e-10	0.22328755	-0.07974311	-0.00012934057	-1.8797726e-19	2.2813842e-20	-2.1079111e-19	0.0052464427	-0.0018691123	-5.6275167e-07	-0.0017220099	0.000613656	2.834684e-06	0.0069684535	-0.002482769	-3.3973483e-06
2.8000527035098894e-10	0.2237564	-0.07960211	-0.00012866153	-1.8797731e-19	2.2814431e-20	-2.1079173e-19	0.005256987	-0.0018656346	-5.5489363e-07	-0.0017259252	0.00061267486	2.8197537e-06	0.0069829132	-0.00247831	-3.3746473e-06
2.900071936948206e-10	0.22402464	-0.07939016	-0.00012827221	-1.8797732e-19	2.2814751e-20	-2.1079208e-19	0.00526308	-0.0018605827	-5.508773e-07	-0.0017281343	0.00061109045	2.8115173e-06	0.006991214	-0.0024716738	-3.362191e-06
3.0000153300127243e-10	0.22419576	-0.07914425	-0.00012802776	-1.8797736e-19	2.2814942e-20	-2.1079231e-19	0.005267017	-0.0018547837	-5.483744e-07	-0.0017295177	0.0006092178	2.8061331e-06	0.0069965348	-0.002464001	-3.354624e-06
3.100054109465207e-10	0.22432	-0.07888187	-0.00012784367	-1.8797739e-19	2.281507e-20	-2.1079246e-19	0.005269912	-0.001848618	-5.4732664e-07	-0.0017305022	0.0006072047	2.801913e-06	0.007000414	-0.002455824	-3.3495016e-06
3.200073991793054e-10	0.22442125	-0.078611806	-0.00012767164	-1.8797743e-19	2.2815165e-20	-2.107926e-19	0.0052722963	-0.0018422813	-5.461916e-07	-0.0017312914	0.000605126	2.7981587e-06	0.0070035877	-0.0024474068	-3.3446122e-06
3.300035145838795e-10	0.22451116	-0.07833829	-0.00012754186	-1.8797744e-19	2.2815246e-20	-2.1079271e-19	0.005274428	-0.0018358709	-5.469774e-07	-0.0017319844	0.0006030176	2.795423e-06	0.0070064133	-0.0024388875	-3.342284e-06
3.400050489910974e-10	0.22459552	-0.078062974	-0.00012742115	-1.8797748e-19	2.2815322e-20	-2.1079281e-19	0.005276437	-0.0018294192	-5.4598786e-07	-0.001732631	0.00060089445	2.7925998e-06	0.0070090685	-0.0024303142	-3.3387914e-06
3.50010530080254e-10	0.22467692	-0.07778689	-0.00012728233	-1.8797754e-19	2.281539e-20	-2.1079293e-19	0.0052783806	-0.0018229521	-5.4502743e-07	-0.001733252	0.0005987644	2.7897477e-06	0.0070116334	-0.0024217162	-3.3348333e-06
3.600040048524469e-10	0.22475663	-0.07751095	-0.0001271435	-1.8797754e-19	2.2815456e-20	-2.1079301e-19	0.0052802875	-0.0018164859	-5.4444536e-07	-0.0017338591	0.00059663516	2.7866045e-06	0.007014147	-0.0024131201	-3.3312244e-06
3.700096016067159e-10	0.22483537	-0.07723473	-0.00012702278	-1.879776e-19	2.2815523e-20	-2.1079312e-19	0.0052821687	-0.001810014	-5.43223e-07	-0.0017344588	0.00059450325	2.7841306e-06	0.0070166276	-0.0024045156	-3.3273827e-06
3.800039246390083e-10	0.22491337	-0.076958865	-0.00012688396	-1.8797763e-19	2.2815591e-20	-2.1079323e-19	0.0052840346	-0.0018035526	-5.439215e-07	-0.0017350517	0.0005923745	2.7810747e-06	0.0070190867	-0.002395926	-3.324938e-06
3.900049166065237e-10	0.22499092	-0.076683	-0.00012672701	-1.8797767e-19	2.281566e-20	-2.1079333e-19	0.0052858884	-0.0017970908	-5.434267e-07	-0.0017356414	0.00059024594	2.777495e-06	0.0070215305	-0.002387336	-3.3210963e-06
4.0000182769099563e-10	0.22506796	-0.076407515	-0.00012659121	-1.8797769e-19	2.2815724e-20	-2.1079341e-19	0.0052877315	-0.001790638	-5.424081e-07	-0.0017362274	0.0005881203	2.7746137e-06	0.0070239594	-0.002378758	-3.316789e-06
4.100149893110292e-10	0.22514467	-0.0761318	-0.00012644334	-1.8797774e-19	2.2815792e-20	-2.1079354e-19	0.005289567	-0.0017841794	-5.4197153e-07	-0.0017368109	0.00058599305	2.7712958e-06	0.0070263776	-0.0023701717	-3.3132965e-06
4.2000057200989157e-10	0.22522084	-0.07585714	-0.00012629847	-1.8797774e-19	2.2815856e-20	-2.107936e-19	0.0052913884	-0.0017777439	-5.409529e-07	-0.0017373896	0.00058387365	2.767949e-06	0.0070287776	-0.002361618	-3.308989e-06
4.3001494459791097e-10	0.22529669	-0.07558188	-0.00012614757	-1.8797778e-19	2.2815923e-20	-2.1079369e-19	0.005293204	-0.0017712958	-5.40429e-07	-0.0017379667	0.0005817501	2.7647766e-06	0.0070311716	-0.0023530447	-3.3052638e-06
4.40001972636331e-10	0.22537203	-0.07530773	-0.0001259997	-1.8797782e-19	2.2815989e-20	-2.1079382e-19	0.0052950056	-0.0017648753	-5.400507e-07	-0.0017385392	0.00057963456	2.7616043e-06	0.007033545	-0.0023445114	-3.3017714e-06
4.500086768191108e-10	0.22544704	-0.07503323	-0.00012582465	-1.8797787e-19	2.2816052e-20	-2.1079389e-19	0.0052968017	-0.0017584455	-5.3891563e-07	-0.0017391096	0.0005775171	2.7577626e-06	0.007035911	-0.002335962	-3.2969983e-06
4.6001329268627464e-10	0.22552162	-0.07475911	-0.00012567073	-1.8797789e-19	2.2816118e-20	-2.10794e-19	0.0052985856	-0.0017520235	-5.3830445e-07	-0.0017396761	0.00057540205	2.7543574e-06	0.0070382627	-0.002327425	-3.2928074e-06
4.700031282545116e-10	0.2255957	-0.074485704	-0.00012550777	-1.8797793e-19	2.2816184e-20	-2.107941e-19	0.0053003607	-0.0017456172	-5.3757685e-07	-0.0017402391	0.0005732922	2.7510105e-06	0.0070405994	-0.0023189094	-3.2889657e-06
4.800079866908814e-10	0.22566947	-0.07421221	-0.00012533575	-1.8797793e-19	2.2816247e-20	-2.1079417e-19	0.0053021256	-0.0017392092	-5.370239e-07	-0.0017408001	0.0005711821	2.7471397e-06	0.0070429253	-0.0023103915	-3.284542e-06
4.900121937585688e-10	0.22574282	-0.07393893	-0.00012516674	-1.8797796e-19	2.2816313e-20	-2.1079427e-19	0.00530388	-0.001732811	-5.363836e-07	-0.0017413575	0.0005690742	2.743327e-06	0.007045238	-0.0023018848	-3.2796524e-06
5e-10	0.22581564	-0.07366644	-0.00012499471	-1.8797802e-19	2.2816376e-20	-2.107944e-19	0.0053056222	-0.0017264272	-5.358015e-07	-0.0017419107	0.00056697236	2.739689e-06	0.007047533	-0.0022933995	-3.2754615e-06
