# t (s)	mx ()	my ()	mz ()	E_total (J)	E_demag (J)	E_exch (J)	B_effx (T)	B_effy (T)	B_effz (T)	B_demagx (T)	B_demagy (T)	B_demagz (T)	B_exchx (T)	B_exchy (T)	B_exchz (T)
5.5001473436336456e-11	-0.6506866	0.7592952	-0.00012963596	2.6070783e-20	2.6005095e-20	6.568853e-23	0.0056282235	-0.0065705464	2.7782517e-06	0.0056282235	-0.0065705464	2.7782626e-06	-3.637979e-12	0	0
5.751658352257537e-11	-0.6508753	0.7591335	-0.0001292305	2.6070781e-20	2.6005087e-20	6.5696084e-23	0.0056298594	-0.0065691425	2.7695787e-06	0.00562986	-0.0065691425	2.7695787e-06	-4.092726e-12	2.2737368e-12	-2.910383e-11
6.000029007305472e-11	-0.6510609	0.7589743	-0.00012883097	2.6070768e-20	2.6005072e-20	6.569714e-23	0.005631469	-0.0065677604	2.7611677e-06	0.005631469	-0.0065677604	2.7611495e-06	1.364242e-12	4.5474735e-13	0
6.250699726456288e-11	-0.6512476	0.7588141	-0.00012842902	2.6070764e-20	2.6005062e-20	6.5702174e-23	0.0056330883	-0.006566369	2.7523638e-06	0.0056330888	-0.006566369	2.7523492e-06	-2.2737368e-12	1.364242e-12	-1.4551915e-11
6.500701371721844e-11	-0.6514333	0.75865465	-0.0001280287	2.607076e-20	2.6005053e-20	6.5708333e-23	0.005634698	-0.0065649846	2.7439528e-06	0.005634698	-0.006564985	2.7439237e-06	2.728484e-12	-5.002221e-12	-2.910383e-11
6.750317512715615e-11	-0.65161806	0.758496	-0.0001276305	2.6070759e-20	2.6005045e-20	6.571459e-23	0.0056363004	-0.0065636076	2.735629e-06	0.0056363	-0.0065636076	2.7356218e-06	2.728484e-12	-3.1832315e-12	1.4551915e-11
7.00061999116272e-11	-0.65180266	0.7583374	-0.00012723263	2.6070749e-20	2.6005028e-20	6.571923e-23	0.005637902	-0.00656223	2.7266797e-06	0.005637902	-0.0065622297	2.7266742e-06	-4.5474735e-13	-2.2737368e-12	-1.4551915e-11
7.250478055443024e-11	-0.6519864	0.75817937	-0.00012683678	2.6070746e-20	2.6005019e-20	6.572585e-23	0.005639494	-0.0065608583	2.7182105e-06	0.0056394935	-0.0065608583	2.7182068e-06	-6.8212103e-12	-2.2737368e-12	1.4551915e-11
7.500901909066678e-11	-0.65216994	0.7580216	-0.00012644092	2.607074e-20	2.6005007e-20	6.573085e-23	0.005641085	-0.0065594884	2.7097121e-06	0.005641085	-0.0065594884	2.709723e-06	-9.094947e-13	4.5474735e-13	-1.4551915e-11
7.750610954046942e-11	-0.6523523	0.75786465	-0.00012604713	2.6070734e-20	2.6004998e-20	6.5733873e-23	0.005642667	-0.006558125	2.7013448e-06	0.0056426665	-0.0065581254	2.7013411e-06	-2.2737368e-12	-4.092726e-12	0
8.000523968029827e-11	-0.6525341	0.757708	-0.00012565419	2.6070725e-20	2.6004988e-20	6.5738764e-23	0.005644244	-0.006556766	2.692992e-06	0.005644244	-0.006556766	2.6929974e-06	-2.728484e-12	-9.094947e-13	-2.910383e-11
8.250139110529861e-11	-0.65271527	0.757552	-0.00012526261	2.607072e-20	2.6004977e-20	6.57442e-23	0.0056458144	-0.006555412	2.6846683e-06	0.005645814	-0.0065554115	2.684641e-06	-9.094947e-12	3.1832315e-12	-1.4551915e-11
8.500344361580397e-11	-0.6528961	0.75739604	-0.00012487106	2.6070723e-20	2.600497e-20	6.5752364e-23	0.0056473822	-0.0065540574	2.6758353e-06	0.0056473827	-0.006554058	2.6758262e-06	-6.8212103e-12	-3.1832315e-12	-1.4551915e-11
8.750285372557353e-11	-0.65307623	0.7572409	-0.00012448148	2.6070712e-20	2.6004957e-20	6.575543e-23	0.0056489436	-0.0065527093	2.6679772e-06	0.0056489436	-0.00655271	2.6679663e-06	-4.5474735e-12	3.637979e-12	1.4551915e-11
9.000583101949415e-11	-0.65325594	0.7570858	-0.00012409272	2.6070705e-20	2.6004946e-20	6.575921e-23	0.0056505026	-0.006551363	2.6595953e-06	0.0056505026	-0.0065513635	2.6596063e-06	3.1832315e-12	4.5474735e-13	0
9.250528163173449e-11	-0.6534349	0.75693136	-0.00012370509	2.60707e-20	2.6004936e-20	6.576414e-23	0.0056520533	-0.0065500233	2.6510243e-06	0.0056520533	-0.006550023	2.651006e-06	-2.728484e-12	-2.2737368e-12	1.4551915e-11
9.500193714845873e-11	-0.65361303	0.7567776	-0.00012331935	2.6070705e-20	2.6004932e-20	6.5773266e-23	0.0056535983	-0.0065486883	2.6426278e-06	0.005653598	-0.006548688	2.6426078e-06	6.366463e-12	9.094947e-13	1.4551915e-11
9.750894613341902e-11	-0.6537912	0.75662357	-0.00012293328	2.607069e-20	2.6004915e-20	6.577409e-23	0.0056551434	-0.0065473504	2.634668e-06	0.0056551443	-0.0065473504	2.6346752e-06	1.364242e-12	4.5474735e-12	1.4551915e-11
1e-10	-0.65396774	0.75647104	-0.00012255047	2.6070684e-20	2.6004906e-20	6.5778876e-23	0.0056566745	-0.006546026	2.626315e-06	0.0056566745	-0.006546026	2.6263333e-06	1.364242e-12	-1.364242e-12	-1.4551915e-11
