# t (s)	mx ()	my ()	mz ()	E_total (J)	E_demag (J)	E_exch (J)	B_effx (T)	B_effy (T)	B_effz (T)	B_demagx (T)	B_demagy (T)	B_demagz (T)	B_exchx (T)	B_exchy (T)	B_exchz (T)
0	2.4143654e-08	3.8856193e-08	0	-7.433346e-20	8.598261e-20	-1.603161e-19	2.8740033e-10	1.8335413e-09	-3.4924597e-10	-2.9490366e-10	-1.7462298e-10	4.3655746e-10	5.820766e-10	2.073648e-09	0
1.0003993212444891e-11	-1.9314923e-07	-1.0449675e-07	0	-7.433349e-20	8.5982975e-20	-1.6031644e-19	-4.335334e-09	-2.561137e-09	8.458301e-10	1.7291768e-09	8.1490725e-10	5.329639e-10	-5.9371814e-09	-3.4779077e-09	4.656613e-10
2.0002617343692327e-11	9.657462e-08	-4.1421455e-07	2.4143654e-08	-7.4333474e-20	8.5982975e-20	-1.6031644e-19	2.3483153e-09	-1.1175871e-08	5.638867e-11	-9.89985e-10	3.4924597e-09	-1.1823431e-10	3.0267984e-09	-1.4602847e-08	0
3.00028385306906e-11	1.0261052e-06	8.016448e-07	-2.4143654e-08	-7.4333474e-20	8.5982975e-20	-1.6031647e-19	2.663819e-08	2.0838343e-08	8.731149e-11	-8.6224645e-09	-7.1013346e-09	1.1641532e-10	3.5390258e-08	2.7866918e-08	0
4.0010747463766944e-11	-1.4848347e-06	1.3716614e-06	0	-7.433349e-20	8.5982975e-20	-1.6031644e-19	-4.035678e-08	3.6874553e-08	3.2196112e-10	1.3635372e-08	-1.1263182e-08	7.585186e-10	-5.424954e-08	4.8246875e-08	0
5.0007558233890846e-11	-4.5631505e-06	-6.217745e-06	1.2071827e-08	-7.4333507e-20	8.5982975e-20	-1.6031644e-19	-1.2297733e-07	-1.6466947e-07	3.9108272e-10	3.8216285e-08	5.454058e-08	-9.767973e-10	-1.6100239e-07	-2.1939195e-07	-4.656613e-10
6.00055018148697e-11	1.2771993e-05	-2.7519993e-06	0	-7.433349e-20	8.5982975e-20	-1.6031648e-19	3.403709e-07	-7.3894626e-08	5.5479177e-10	-1.132762e-07	1.9237632e-08	3.8016879e-10	4.535541e-07	-9.316136e-08	9.313226e-10
7.000163593027623e-11	1.5620944e-05	3.936962e-05	3.621548e-08	-7.4333474e-20	8.5982975e-20	-1.6031644e-19	4.1981593e-07	1.0500662e-06	-4.6020432e-10	-1.2488385e-07	-3.4063123e-07	-7.221388e-10	5.447073e-07	1.3907629e-06	0
8.000658469100484e-11	-9.091293e-05	-2.0183339e-05	0	-7.433349e-20	8.5982975e-20	-1.6031647e-19	-2.4237538e-06	-5.3065014e-07	3.0559022e-10	7.9352935e-07	2.0270818e-07	-5.675247e-10	-3.2169046e-06	-7.3332194e-07	0
9.000383837937797e-11	-7.919119e-06	-0.00021779198	1.2071827e-08	-7.433349e-20	8.5982975e-20	-1.6031648e-19	-2.3015423e-07	-5.816197e-06	5.529728e-10	8.160441e-10	1.8579303e-06	-6.9849193e-10	-2.3108441e-07	-7.674098e-06	1.3969839e-09
