# t (s)	mx ()	my ()	mz ()	E_total (J)	E_demag (J)	E_exch (J)	B_effx (T)	B_effy (T)	B_effz (T)	B_demagx (T)	B_demagy (T)	B_demagz (T)	B_exchx (T)	B_exchy (T)	B_exchz (T)
0	-6.0359135e-08	-1.9550701e-07	0	-7.695579e-20	8.463725e-20	-1.6159304e-19	-8.1490725e-10	-5.2386895e-09	2.6193447e-10	4.8657967e-10	1.5133992e-09	0	-1.5133992e-09	-7.003109e-09	4.656613e-10
1.000661433136217e-11	-2.1729288e-07	4.9041795e-08	2.4143654e-08	-7.695579e-20	8.4637954e-20	-1.6159374e-19	-6.170012e-09	1.2223609e-09	2.910383e-11	1.6075319e-09	-8.1490725e-10	4.656613e-10	-7.916242e-09	1.9172148e-09	-4.656613e-10
2.001717173429205e-11	5.3116037e-07	1.4413573e-06	0	-7.695578e-20	8.4637954e-20	-1.6159373e-19	1.3853423e-08	3.929017e-08	2.0372681e-10	-4.53565e-09	-1.1525117e-08	0	1.816079e-08	5.0727976e-08	-4.656613e-10
3.001247933164442e-11	9.1745886e-07	-8.423872e-07	1.2071827e-08	-7.695578e-20	8.4637954e-20	-1.6159373e-19	2.6426278e-08	-1.9790605e-08	1.4551915e-10	-6.446953e-09	9.429641e-09	9.313226e-10	3.2712705e-08	-2.9263902e-08	0
4.000467674682399e-11	-3.416327e-06	-7.1688733e-06	1.2071827e-08	-7.695579e-20	8.4637954e-20	-1.6159373e-19	-9.2200935e-08	-1.9569416e-07	3.4924597e-10	2.887191e-08	5.54719e-08	1.3969839e-09	-1.2095552e-07	-2.5136615e-07	0
5.000458052516013e-11	-3.2593932e-06	8.872133e-06	2.4143654e-08	-7.6955805e-20	8.4637954e-20	-1.6159374e-19	-9.464566e-08	2.2997847e-07	-5.2386895e-10	1.9383606e-08	-8.428469e-08	-9.313226e-10	-1.13854185e-07	3.1419768e-07	0
6.000332905719308e-11	2.0666968e-05	3.529491e-05	-1.2071827e-08	-7.695579e-20	8.4637954e-20	-1.6159374e-19	5.5716373e-07	9.762589e-07	2.6193447e-10	-1.7057982e-07	-2.6391353e-07	1.3969839e-09	7.280614e-07	1.240227e-06	0
7.001253406466534e-11	5.842764e-06	-7.025483e-05	1.2071827e-08	-7.6955785e-20	8.463794e-20	-1.6159373e-19	1.9173604e-07	-1.8589781e-06	1.0768417e-09	-7.433755e-09	6.2503386e-07	2.3283064e-09	1.990702e-07	-2.4841065e-06	-4.656613e-10
8.000221068504524e-11	-0.00011940244	-0.00015470613	2.4143654e-08	-7.695582e-20	8.463794e-20	-1.6159374e-19	-3.24531e-06	-4.329544e-06	-2.3283064e-10	9.60019e-07	1.0970398e-06	4.656613e-10	-4.2051543e-06	-5.426864e-06	-9.313226e-10
9.00015572487657e-11	3.9112718e-05	0.0004856045	-2.4143654e-08	-7.6955805e-20	8.4637954e-20	-1.6159377e-19	8.743955e-07	1.298869e-05	-2.5320332e-09	-5.3661233e-07	-4.151545e-06	1.3969839e-09	1.411303e-06	1.7140268e-05	-3.259629e-09
